日期,辐照度_0,风速_0,风向_0,温度_0,湿度_0,气压_0,辐照度_1,风速_1,风向_1,温度_1,湿度_1,气压_1,辐照度_2,风速_2,风向_2,温度_2,湿度_2,气压_2,辐照度_3,风速_3,风向_3,温度_3,湿度_3,气压_3,辐照度_4,风速_4,风向_4,温度_4,湿度_4,气压_4,辐照度_5,风速_5,风向_5,温度_5,湿度_5,气压_5,辐照度_6,风速_6,风向_6,温度_6,湿度_6,气压_6,辐照度_7,风速_7,风向_7,温度_7,湿度_7,气压_7,belong,电场实际太阳辐射指数
1723.0,0.0,0.7,106.0,-2.8,22.0,69300.0,0.0,1.8,56.0,-2.9,19.0,69200.0,0.0,1.1,90.0,-3.9,22.0,69200.0,350.0,4.0,304.0,-3.8,21.0,69400.0,662.0,1.5,318.0,1.4,16.0,69200.0,369.0,2.0,30.0,2.9,16.0,69000.0,0.0,3.7,126.0,-0.2,26.0,69000.0,0.0,2.2,350.0,-3.4,22.0,69100.0,0,0.48750913962608794
1724.0,0.0,6.3,271.0,-3.8,29.0,69300.0,0.0,5.3,268.0,-5.7,38.0,69400.0,0.0,2.0,237.0,-7.6,36.0,69500.0,329.0,1.8,61.0,-1.8,23.0,69400.0,660.0,4.5,66.0,1.2,22.0,69300.0,409.0,5.3,71.0,2.8,22.0,69100.0,0.0,3.9,94.0,-1.0,31.0,69200.0,0.0,3.8,90.0,-2.9,34.0,69200.0,0,0.605105064396926
1725.0,0.0,2.4,81.0,-3.8,27.0,69200.0,0.0,2.3,88.0,-4.4,29.0,69000.0,0.0,0.5,180.0,-5.8,28.0,69100.0,334.0,3.3,275.0,-4.0,25.0,69200.0,627.0,10.1,277.0,-2.5,28.0,69600.0,338.0,8.7,273.0,-1.0,32.0,69700.0,0.0,5.7,254.0,-3.6,34.0,69800.0,0.0,3.6,212.0,-5.1,27.0,69800.0,0,0.41880378431500503
1726.0,0.0,2.3,130.0,-7.1,21.0,69500.0,0.0,4.4,159.0,-7.3,21.0,69200.0,0.0,0.7,82.0,-6.3,22.0,69300.0,256.0,0.3,0.0,-2.6,18.0,69500.0,552.0,1.6,30.0,0.6,13.0,69400.0,390.0,2.2,100.0,4.0,13.0,69200.0,0.0,4.1,169.0,-0.3,18.0,69100.0,0.0,9.7,206.0,1.1,10.0,69100.0,0,0.5280394687898471
1727.0,0.0,0.5,270.0,-2.6,13.0,69400.0,0.0,5.7,227.0,-3.3,14.0,69300.0,0.0,7.2,280.0,-3.5,11.0,69500.0,332.0,1.3,103.0,0.9,8.0,69500.0,561.0,3.8,42.0,4.2,8.0,69300.0,363.0,1.9,96.0,4.5,10.0,69300.0,0.0,1.6,184.0,1.0,17.0,69500.0,0.0,3.5,192.0,-0.8,14.0,69300.0,0,0.49111207075596897
1728.0,0.0,3.2,103.0,-1.4,13.0,69200.0,0.0,2.1,125.0,-2.2,15.0,69000.0,0.0,2.0,183.0,-1.5,14.0,69000.0,382.0,1.0,233.0,3.1,11.0,69200.0,685.0,2.2,34.0,6.9,10.0,69100.0,412.0,3.4,56.0,9.3,11.0,69000.0,0.0,4.3,97.0,4.0,20.0,69000.0,0.0,3.7,99.0,2.3,19.0,68900.0,0,0.295502245776341
1729.0,0.0,3.3,97.0,3.2,14.0,68800.0,0.0,2.2,112.0,2.8,14.0,68600.0,0.0,0.6,135.0,2.7,12.0,68700.0,397.0,0.9,126.0,7.9,7.0,68800.0,712.0,3.0,67.0,12.8,7.0,68500.0,413.0,6.3,67.0,13.9,7.0,68100.0,0.0,4.5,114.0,8.7,18.0,68200.0,0.0,2.3,88.0,9.0,17.0,68100.0,0,0.24188562969987198
1730.0,0.0,2.1,104.0,7.1,11.0,68000.0,0.0,4.0,231.0,3.3,14.0,68000.0,0.0,9.9,278.0,2.0,13.0,68300.0,307.0,6.6,276.0,2.8,16.0,68800.0,622.0,6.9,295.0,3.6,20.0,68700.0,323.0,6.2,285.0,3.8,22.0,68600.0,0.0,7.5,270.0,1.3,26.0,68800.0,0.0,8.4,277.0,-1.4,35.0,69000.0,0,0.526923883084162
1731.0,0.0,9.4,263.0,-4.7,48.0,69300.0,0.0,6.7,266.0,-6.0,53.0,69300.0,0.0,6.3,275.0,-6.2,58.0,69500.0,242.0,8.2,274.0,-5.3,55.0,69800.0,542.0,9.6,284.0,-2.3,41.0,69700.0,342.0,8.3,283.0,-0.8,35.0,69700.0,0.0,5.5,274.0,-4.1,42.0,69900.0,0.0,3.2,275.0,-4.6,42.0,70000.0,0,0.5278377027357609
1732.0,0.0,1.3,61.0,-5.8,45.0,69900.0,0.0,2.7,123.0,-7.5,45.0,69800.0,0.0,1.0,66.0,-7.4,42.0,69900.0,403.0,1.5,42.0,-4.3,34.0,69900.0,715.0,3.2,56.0,-1.4,28.0,69700.0,419.0,2.6,61.0,0.3,27.0,69600.0,0.0,2.4,62.0,-2.7,35.0,69600.0,0.0,1.6,90.0,-3.3,35.0,69600.0,0,0.30904459881093604
1733.0,0.0,3.3,87.0,-3.6,30.0,69600.0,0.0,3.0,94.0,-5.4,34.0,69400.0,0.0,0.3,288.0,-5.5,36.0,69500.0,306.0,1.0,349.0,-4.0,34.0,69600.0,652.0,2.2,36.0,-0.8,24.0,69400.0,365.0,2.4,48.0,0.3,21.0,69200.0,0.0,0.3,18.0,-1.0,27.0,69300.0,0.0,2.0,311.0,-3.4,30.0,69400.0,0,0.391541100828944
1734.0,0.0,2.1,275.0,-4.1,34.0,69400.0,0.0,5.5,277.0,-5.8,40.0,69300.0,0.0,6.7,253.0,-7.1,52.0,69500.0,184.0,7.5,274.0,-6.5,55.0,69800.0,376.0,8.5,286.0,-4.6,46.0,69800.0,239.0,8.1,285.0,-3.3,38.0,69800.0,0.0,4.7,269.0,-4.4,43.0,70000.0,0.0,2.4,218.0,-6.8,50.0,70100.0,0,0.555698544725019
1735.0,0.0,1.7,114.0,-8.3,34.0,70000.0,0.0,3.4,98.0,-9.2,34.0,69900.0,0.0,3.6,90.0,-10.1,34.0,69900.0,425.0,3.0,84.0,-4.6,24.0,70000.0,749.0,4.8,69.0,0.1,17.0,69900.0,453.0,4.6,71.0,1.9,17.0,69700.0,0.0,4.4,91.0,-2.4,25.0,69800.0,0.0,2.7,96.0,-3.9,20.0,69800.0,0,0.18167899563927598
1736.0,0.0,3.9,93.0,-5.6,19.0,69600.0,0.0,3.3,97.0,-7.4,19.0,69400.0,0.0,2.9,100.0,-8.4,17.0,69400.0,436.0,1.4,94.0,-1.4,10.0,69500.0,759.0,2.4,353.0,2.4,9.0,69500.0,455.0,4.2,267.0,2.4,11.0,69600.0,0.0,4.7,264.0,-1.5,17.0,69700.0,0.0,5.5,280.0,-2.2,17.0,70000.0,0,0.44505183662272296
1737.0,0.0,4.8,282.0,-4.2,21.0,70100.0,0.0,3.8,267.0,-5.2,23.0,70100.0,0.0,2.1,245.0,-6.6,22.0,70200.0,431.0,0.9,198.0,-0.6,14.0,70400.0,742.0,1.7,33.0,2.4,12.0,70200.0,424.0,3.8,65.0,3.7,10.0,69900.0,0.0,5.3,88.0,1.1,15.0,70000.0,0.0,0.6,252.0,-1.3,18.0,70100.0,0,0.262907736236484
1738.0,0.0,1.1,308.0,-3.4,15.0,70200.0,0.0,3.3,273.0,-6.2,22.0,70200.0,0.0,2.2,273.0,-6.3,22.0,70300.0,427.0,0.7,297.0,-0.9,14.0,70400.0,726.0,3.2,309.0,3.1,11.0,70300.0,387.0,5.1,307.0,4.1,10.0,70200.0,0.0,3.0,194.0,-0.7,18.0,70300.0,0.0,3.0,213.0,-3.2,16.0,70300.0,0,0.24228228276939298
1739.0,0.0,6.1,197.0,-4.7,15.0,70200.0,0.0,6.6,195.0,-4.5,12.0,69900.0,0.0,3.7,180.0,-5.8,8.0,69700.0,410.0,0.4,256.0,0.9,6.0,69700.0,643.0,1.6,43.0,4.5,6.0,69600.0,400.0,2.4,85.0,6.5,8.0,69400.0,0.0,2.5,83.0,1.6,14.0,69500.0,0.0,2.4,128.0,1.1,16.0,69400.0,0,0.316233279940911
1740.0,0.0,4.0,93.0,-0.6,17.0,69100.0,0.0,7.3,240.0,-3.7,22.0,69400.0,0.0,1.8,264.0,-1.9,18.0,69400.0,427.0,1.4,315.0,1.0,13.0,69700.0,762.0,4.7,287.0,4.8,10.0,69700.0,470.0,4.2,282.0,6.5,10.0,69500.0,0.0,3.2,261.0,1.7,16.0,69700.0,0.0,5.8,286.0,0.8,18.0,70000.0,0,0.43400388994573796
1741.0,0.0,3.8,298.0,-2.9,30.0,70200.0,0.0,1.2,312.0,-2.8,28.0,70100.0,0.0,1.0,90.0,-2.9,26.0,70100.0,372.0,2.2,68.0,0.8,22.0,70200.0,694.0,3.9,67.0,5.1,17.0,70000.0,471.0,4.2,72.0,7.0,19.0,69700.0,1.0,3.2,90.0,2.4,29.0,69800.0,0.0,0.7,236.0,0.6,29.0,69900.0,0,0.17249296106960996
1742.0,0.0,2.3,105.0,-0.2,20.0,69800.0,0.0,0.9,90.0,0.4,19.0,69800.0,0.0,0.5,143.0,-1.3,22.0,69800.0,433.0,0.9,249.0,3.2,15.0,70000.0,778.0,3.1,42.0,8.4,11.0,69800.0,465.0,5.6,73.0,10.6,11.0,69200.0,1.0,4.6,126.0,6.1,20.0,69300.0,0.0,3.9,109.0,3.7,21.0,69000.0,0,0.261841452116996
1743.0,0.0,3.6,103.0,2.8,16.0,68900.0,0.0,2.1,121.0,2.7,16.0,68700.0,0.0,1.4,141.0,2.4,16.0,68700.0,432.0,1.7,126.0,7.7,14.0,68700.0,744.0,4.0,71.0,12.2,11.0,68300.0,432.0,5.9,73.0,13.4,13.0,68000.0,1.0,4.8,96.0,8.0,23.0,67800.0,0.0,0.1,225.0,7.4,24.0,67900.0,0,0.853725082174227
1744.0,0.0,2.8,288.0,3.0,31.0,68000.0,0.0,2.4,218.0,2.5,34.0,68000.0,0.0,0.4,124.0,2.4,30.0,67900.0,338.0,3.6,323.0,5.9,28.0,68100.0,575.0,10.0,281.0,2.4,39.0,68700.0,303.0,11.0,289.0,1.9,44.0,68800.0,1.0,9.3,286.0,-1.6,65.0,69100.0,0.0,6.9,272.0,-2.9,62.0,69300.0,0,0.67474915625169
1745.0,0.0,9.0,260.0,-4.2,57.0,69400.0,0.0,6.4,271.0,-4.9,62.0,69400.0,0.0,6.0,275.0,-6.0,69.0,69600.0,284.0,7.7,277.0,-5.1,56.0,69700.0,522.0,7.2,293.0,-2.4,36.0,69500.0,293.0,6.5,293.0,-1.6,33.0,69300.0,2.0,5.2,257.0,-3.6,40.0,69500.0,0.0,5.2,230.0,-4.8,40.0,69600.0,0,0.403993242274611
1746.0,0.0,2.7,250.0,-5.7,46.0,69600.0,0.0,2.3,241.0,-7.1,49.0,69400.0,0.0,4.6,265.0,-7.6,52.0,69500.0,201.0,4.6,266.0,-7.3,53.0,69700.0,491.0,4.8,299.0,-3.9,43.0,69600.0,321.0,2.9,288.0,-3.0,38.0,69500.0,2.0,3.4,253.0,-3.7,40.0,69600.0,0.0,4.1,250.0,-5.6,40.0,69700.0,0,0.459737234553128
1747.0,0.0,1.4,184.0,-6.6,48.0,69600.0,0.0,0.0,0.0,-7.8,49.0,69500.0,0.0,1.9,264.0,-8.0,44.0,69600.0,326.0,4.1,277.0,-6.4,44.0,69800.0,651.0,4.8,292.0,-4.2,40.0,69700.0,413.0,3.3,275.0,-2.6,37.0,69600.0,3.0,2.4,275.0,-4.0,40.0,69800.0,0.0,2.5,104.0,-7.2,36.0,69700.0,0,0.37203883663838
1748.0,0.0,3.9,108.0,-7.9,33.0,69500.0,0.0,1.3,94.0,-7.1,31.0,69500.0,0.0,2.8,280.0,-10.2,36.0,69700.0,468.0,5.2,280.0,-6.0,32.0,69900.0,768.0,6.2,282.0,-2.4,33.0,69900.0,428.0,6.3,288.0,-1.2,30.0,69900.0,3.0,5.2,286.0,-4.0,38.0,70100.0,0.0,1.5,238.0,-7.8,38.0,70200.0,0,0.416236532075454
1749.0,0.0,1.4,146.0,-9.7,25.0,70100.0,0.0,0.4,27.0,-10.4,23.0,69900.0,0.0,0.6,231.0,-11.6,26.0,70000.0,502.0,0.4,0.0,-5.0,18.0,70000.0,833.0,2.5,331.0,-0.9,19.0,69900.0,523.0,4.5,314.0,0.2,15.0,69700.0,5.0,1.7,291.0,-3.3,26.0,69800.0,0.0,1.6,235.0,-7.4,22.0,69900.0,0,0.150394015608808
1750.0,0.0,1.1,202.0,-8.6,17.0,69700.0,0.0,0.4,180.0,-9.2,16.0,69600.0,0.0,1.3,90.0,-10.6,15.0,69700.0,508.0,2.5,83.0,-3.2,10.0,69800.0,836.0,4.5,58.0,0.5,12.0,69600.0,510.0,3.7,56.0,1.1,14.0,69500.0,5.0,3.3,46.0,-3.1,26.0,69700.0,0.0,0.1,90.0,-4.6,22.0,69800.0,0,0.16412562290727897
1751.0,0.0,1.6,158.0,-7.7,21.0,69800.0,0.0,3.6,93.0,-7.4,19.0,69500.0,0.0,2.9,110.0,-8.3,20.0,69600.0,365.0,1.1,304.0,-3.6,17.0,69700.0,657.0,4.1,311.0,-1.9,20.0,69700.0,491.0,2.8,312.0,-0.2,24.0,69700.0,6.0,1.4,356.0,-3.0,36.0,69900.0,0.0,3.2,178.0,-6.6,31.0,69800.0,0,0.638047147174896
1752.0,0.0,3.5,115.0,-6.6,22.0,69600.0,0.0,4.5,68.0,-7.6,23.0,69500.0,0.0,5.6,270.0,-9.6,24.0,69900.0,513.0,7.4,268.0,-4.5,23.0,70300.0,834.0,6.7,288.0,-0.9,23.0,70400.0,523.0,5.7,288.0,0.1,21.0,70300.0,6.0,3.3,339.0,-4.0,32.0,70400.0,0.0,1.2,85.0,-6.2,32.0,70500.0,0,0.20871832957749104
1753.0,0.0,4.2,107.0,-8.2,31.0,70300.0,0.0,1.7,107.0,-8.7,31.0,70100.0,0.0,0.5,101.0,-9.1,28.0,70000.0,510.0,1.0,37.0,-4.5,22.0,70000.0,786.0,2.4,45.0,-0.5,19.0,69800.0,405.0,1.0,0.0,0.8,20.0,69600.0,4.0,3.8,270.0,-1.2,27.0,69700.0,0.0,3.2,270.0,-4.6,34.0,69800.0,0,0.23890228459401605
1754.0,0.0,1.8,243.0,-5.8,36.0,69600.0,0.0,2.2,270.0,-5.8,35.0,69400.0,0.0,2.1,239.0,-7.8,32.0,69500.0,466.0,1.6,297.0,-1.7,22.0,69500.0,810.0,1.6,353.0,1.3,20.0,69300.0,531.0,1.1,15.0,2.4,20.0,69000.0,7.0,1.9,32.0,-0.1,28.0,69100.0,0.0,1.1,128.0,-3.5,34.0,69100.0,0,0.513126021503184
1755.0,0.0,2.1,93.0,-3.8,29.0,69100.0,0.0,3.2,112.0,-5.2,29.0,68900.0,0.0,0.1,135.0,-4.4,26.0,68900.0,500.0,2.9,284.0,-2.1,22.0,69000.0,806.0,4.4,302.0,1.2,22.0,68900.0,462.0,3.7,281.0,2.2,22.0,68800.0,6.0,2.6,321.0,-0.2,34.0,68900.0,0.0,0.6,270.0,-3.1,35.0,69000.0,0,0.24236463654465398
1756.0,0.0,1.4,180.0,-3.9,31.0,69000.0,0.0,2.6,173.0,-5.1,29.0,68800.0,0.0,0.1,270.0,-3.5,25.0,68900.0,514.0,3.9,270.0,-1.1,24.0,69100.0,845.0,5.6,287.0,1.4,22.0,69100.0,538.0,4.2,292.0,2.6,22.0,68900.0,9.0,3.9,296.0,-0.3,31.0,69000.0,0.0,3.6,270.0,-2.6,35.0,69200.0,0,0.452386366603496
1757.0,0.0,3.4,256.0,-4.2,35.0,69200.0,0.0,7.9,264.0,-6.3,39.0,69200.0,0.0,5.2,254.0,-7.6,37.0,69400.0,503.0,5.7,275.0,-2.9,23.0,69500.0,775.0,5.5,299.0,0.0,23.0,69400.0,424.0,3.9,308.0,0.6,28.0,69200.0,6.0,3.9,312.0,-1.1,35.0,69400.0,0.0,3.4,230.0,-4.0,44.0,69500.0,0,0.489231541832105
1758.0,0.0,3.1,255.0,-5.9,40.0,69500.0,0.0,2.8,272.0,-7.5,44.0,69400.0,1.0,3.0,255.0,-9.2,42.0,69500.0,540.0,3.6,281.0,-3.6,29.0,69700.0,864.0,3.6,321.0,-0.2,21.0,69500.0,542.0,3.0,333.0,0.6,20.0,69300.0,9.0,3.8,302.0,-1.5,24.0,69500.0,0.0,3.8,275.0,-3.0,28.0,69700.0,0,0.12202005470998499
1759.0,0.0,2.3,257.0,-4.7,30.0,69600.0,0.0,0.7,270.0,-5.4,29.0,69500.0,3.0,1.1,180.0,-7.9,27.0,69600.0,544.0,1.2,55.0,-2.0,20.0,69700.0,872.0,2.1,0.0,1.1,16.0,69600.0,551.0,3.4,333.0,2.1,14.0,69400.0,10.0,3.9,308.0,-0.4,19.0,69500.0,0.0,3.4,212.0,-3.0,25.0,69600.0,0,0.386320655836733
1760.0,0.0,1.6,133.0,-6.0,20.0,69300.0,0.0,3.5,90.0,-5.9,24.0,69000.0,5.0,1.7,69.0,-5.9,22.0,69000.0,490.0,2.1,331.0,-0.6,16.0,69100.0,769.0,1.7,36.0,2.5,15.0,68800.0,506.0,2.6,0.0,4.6,12.0,68500.0,9.0,1.1,229.0,3.0,17.0,68600.0,0.0,4.6,268.0,-0.3,22.0,68700.0,0,0.320463023630268
1761.0,0.0,6.1,264.0,-1.5,20.0,68700.0,0.0,5.7,278.0,-4.5,24.0,68600.0,5.0,1.1,232.0,-6.1,23.0,68600.0,463.0,4.6,272.0,-2.1,18.0,68700.0,782.0,4.4,293.0,1.2,15.0,68500.0,509.0,3.8,287.0,2.8,15.0,68200.0,10.0,6.1,267.0,0.6,16.0,68400.0,0.0,9.2,274.0,-0.6,18.0,68700.0,0,0.34135118364559897
1762.0,0.0,9.2,264.0,-2.8,23.0,68800.0,0.0,8.0,269.0,-4.4,29.0,68800.0,5.0,7.0,271.0,-5.7,39.0,69000.0,382.0,5.3,280.0,-2.9,31.0,69200.0,784.0,2.7,309.0,0.6,22.0,69000.0,518.0,2.6,37.0,2.2,19.0,68700.0,10.0,5.1,72.0,0.7,21.0,68700.0,0.0,3.4,80.0,-1.2,24.0,68900.0,0,0.545135074714133
1763.0,0.0,1.3,297.0,-2.1,25.0,68900.0,0.0,1.0,287.0,-2.7,26.0,68800.0,8.0,1.4,253.0,-4.2,29.0,68900.0,494.0,2.5,291.0,-0.9,22.0,69000.0,774.0,2.4,318.0,1.2,20.0,68900.0,467.0,1.6,277.0,2.4,20.0,68600.0,9.0,3.0,297.0,0.9,22.0,68600.0,0.0,3.3,268.0,-0.3,27.0,68700.0,0,0.442726703529021
1764.0,0.0,3.8,250.0,-2.0,27.0,68800.0,0.0,3.4,253.0,-4.3,32.0,68700.0,8.0,4.9,269.0,-4.6,33.0,68800.0,448.0,5.8,284.0,-2.0,26.0,68800.0,797.0,3.6,316.0,0.8,24.0,68600.0,490.0,2.1,319.0,1.7,26.0,68400.0,9.0,1.6,194.0,1.1,29.0,68500.0,0.0,4.1,270.0,-0.6,39.0,68800.0,0,0.5642186687773221
1765.0,0.0,7.9,277.0,-2.4,56.0,69100.0,0.0,6.3,269.0,-5.5,58.0,69200.0,9.0,5.2,252.0,-7.3,58.0,69400.0,447.0,4.3,270.0,-4.6,44.0,69500.0,782.0,2.4,303.0,-0.9,34.0,69400.0,521.0,3.0,319.0,0.9,29.0,69200.0,12.0,2.1,14.0,-1.2,32.0,69300.0,0.0,3.4,97.0,-3.5,38.0,69300.0,0,0.380562290496367
1766.0,0.0,2.8,94.0,-4.6,30.0,68900.0,0.0,1.8,49.0,-5.6,38.0,68800.0,12.0,5.5,274.0,-7.9,45.0,69000.0,500.0,6.0,278.0,-3.2,36.0,69100.0,769.0,4.6,289.0,-0.2,31.0,69100.0,447.0,3.0,300.0,1.2,28.0,68900.0,9.0,4.9,231.0,-0.2,32.0,69100.0,0.0,2.7,236.0,-2.6,37.0,69200.0,0,0.37614569664504705
1767.0,0.0,0.5,217.0,-5.1,36.0,69200.0,0.0,1.1,75.0,-6.6,35.0,69100.0,12.0,4.8,260.0,-6.5,37.0,69400.0,526.0,3.9,270.0,-0.8,31.0,69600.0,802.0,4.3,295.0,3.9,19.0,69400.0,442.0,2.8,322.0,4.0,15.0,69200.0,11.0,3.7,123.0,1.2,24.0,69100.0,0.0,2.9,194.0,-2.0,17.0,69000.0,0,0.43734544617743204
1768.0,0.0,7.8,277.0,-2.4,16.0,69100.0,0.0,2.0,252.0,-4.1,17.0,69000.0,18.0,1.1,315.0,-4.4,16.0,69000.0,609.0,0.6,351.0,-0.4,13.0,69100.0,845.0,2.9,325.0,2.8,14.0,69000.0,442.0,3.9,302.0,3.8,14.0,68900.0,10.0,5.9,305.0,1.8,19.0,69200.0,0.0,1.4,348.0,-0.4,29.0,69500.0,0,0.380562035480439
1769.0,0.0,0.2,297.0,-4.1,28.0,69400.0,0.0,1.8,119.0,-4.9,27.0,69300.0,19.0,1.6,94.0,-5.7,26.0,69400.0,600.0,3.4,85.0,1.4,16.0,69400.0,898.0,4.4,60.0,5.0,18.0,69100.0,547.0,4.3,49.0,5.9,17.0,68900.0,14.0,4.7,59.0,3.0,27.0,68900.0,0.0,4.5,87.0,1.0,29.0,69000.0,0,0.253103753109423
1770.0,0.0,2.1,107.0,-1.7,27.0,68900.0,0.0,0.7,135.0,-2.3,34.0,68700.0,18.0,0.2,270.0,-3.5,37.0,68700.0,548.0,2.0,311.0,1.3,28.0,68700.0,855.0,3.9,301.0,4.9,27.0,68500.0,436.0,8.0,274.0,5.3,24.0,68400.0,8.0,11.6,273.0,1.9,32.0,68900.0,0.0,8.7,269.0,0.7,36.0,69300.0,0,0.284995887814992
1771.0,0.0,8.1,241.0,-1.0,35.0,69400.0,0.0,5.3,244.0,-3.5,38.0,69400.0,32.0,3.1,189.0,-6.7,32.0,69500.0,625.0,0.2,153.0,4.0,12.0,69500.0,863.0,3.2,272.0,7.1,10.0,69400.0,521.0,4.1,242.0,7.1,9.0,69200.0,15.0,2.5,178.0,3.9,23.0,69200.0,0.0,5.1,172.0,-0.3,24.0,69200.0,0,0.38561169233753295
1772.0,0.0,3.7,200.0,-0.8,23.0,69200.0,0.0,2.2,146.0,-1.3,18.0,69000.0,32.0,4.5,283.0,-2.9,21.0,69200.0,612.0,7.0,291.0,1.6,17.0,69400.0,920.0,8.1,284.0,5.6,17.0,69300.0,577.0,8.2,292.0,6.4,17.0,69100.0,16.0,2.8,296.0,3.1,30.0,69200.0,0.0,3.9,241.0,0.4,31.0,69300.0,0,0.47019311956671705
1773.0,0.0,3.7,213.0,-2.3,23.0,69300.0,0.0,9.5,266.0,-3.3,27.0,69300.0,32.0,7.5,240.0,-3.1,28.0,69600.0,599.0,4.7,264.0,4.3,12.0,69400.0,878.0,6.1,254.0,7.6,8.0,69100.0,443.0,9.5,273.0,8.5,9.0,68900.0,10.0,7.6,300.0,6.7,16.0,68800.0,0.0,2.4,165.0,1.3,25.0,68700.0,0,0.24360367507810998
1774.0,0.0,1.2,250.0,0.4,25.0,68600.0,0.0,1.5,157.0,-0.9,23.0,68400.0,28.0,0.5,180.0,0.1,21.0,68500.0,481.0,3.5,310.0,6.8,17.0,68700.0,748.0,6.1,308.0,9.0,18.0,68700.0,424.0,3.8,288.0,9.5,21.0,68600.0,10.0,4.9,328.0,6.7,33.0,68800.0,0.0,6.2,331.0,3.6,48.0,69300.0,0,0.316348100179985
1775.0,0.0,3.6,281.0,-0.6,57.0,69600.0,0.0,4.2,291.0,-2.6,61.0,69700.0,32.0,2.5,259.0,-4.1,60.0,69900.0,573.0,2.3,331.0,-1.3,45.0,69800.0,914.0,2.5,339.0,3.4,32.0,69600.0,537.0,3.4,337.0,6.0,27.0,69400.0,14.0,3.3,308.0,4.5,28.0,69500.0,0.0,3.7,316.0,3.5,27.0,69800.0,0,0.44055623508343505
1776.0,0.0,5.6,289.0,1.6,24.0,70000.0,0.0,7.4,263.0,-1.7,13.0,70100.0,30.0,6.8,260.0,-2.8,8.0,70300.0,544.0,6.5,283.0,0.2,8.0,70400.0,866.0,6.1,297.0,3.1,13.0,70200.0,491.0,6.2,302.0,3.7,15.0,70100.0,13.0,5.5,326.0,1.7,17.0,70200.0,0.0,3.0,258.0,-1.4,28.0,70400.0,0,0.37623638626715206
1777.0,0.0,6.2,280.0,-3.8,23.0,70400.0,0.0,6.3,270.0,-5.7,21.0,70500.0,46.0,3.9,258.0,-6.7,20.0,70600.0,644.0,2.4,287.0,-0.2,15.0,70700.0,954.0,8.8,294.0,5.3,14.0,70500.0,617.0,6.3,301.0,6.8,11.0,70200.0,19.0,1.9,357.0,3.8,18.0,70200.0,0.0,2.7,107.0,0.2,22.0,70100.0,0,0.500828929569152
1778.0,0.0,2.6,108.0,-1.2,22.0,70000.0,0.0,1.3,180.0,-1.6,18.0,69900.0,54.0,1.6,277.0,-2.7,17.0,70100.0,655.0,1.1,333.0,4.5,12.0,70300.0,959.0,3.3,339.0,8.3,11.0,70100.0,619.0,4.8,300.0,10.1,9.0,69900.0,20.0,3.4,300.0,7.6,13.0,69900.0,0.0,1.9,177.0,3.0,20.0,69900.0,0,0.42119133163863004
1779.0,0.0,2.1,163.0,0.1,20.0,69900.0,0.0,4.9,213.0,-0.7,20.0,69800.0,55.0,7.9,205.0,-0.2,18.0,69800.0,669.0,2.6,9.0,7.8,11.0,69900.0,971.0,4.0,283.0,12.5,6.0,69600.0,581.0,4.6,252.0,14.5,6.0,69300.0,17.0,1.5,312.0,11.8,9.0,69300.0,0.0,3.0,117.0,6.8,15.0,69300.0,0,0.37728051346122493
1780.0,0.0,0.9,90.0,3.9,17.0,69400.0,0.0,0.7,188.0,1.9,20.0,69300.0,51.0,1.5,266.0,2.4,18.0,69500.0,614.0,3.7,275.0,9.0,12.0,69700.0,932.0,4.7,304.0,12.8,6.0,69500.0,548.0,5.1,310.0,13.7,8.0,69200.0,16.0,7.2,327.0,10.4,13.0,69400.0,0.0,3.9,301.0,7.4,25.0,69600.0,0,0.0989004150544953
1781.0,0.0,6.1,258.0,4.3,34.0,69700.0,0.0,5.8,266.0,1.6,40.0,69600.0,21.0,6.7,270.0,1.1,49.0,70000.0,216.0,4.9,270.0,0.6,65.0,70200.0,492.0,3.7,290.0,2.7,55.0,70100.0,377.0,5.4,302.0,5.3,38.0,69900.0,12.0,5.4,231.0,3.5,53.0,70100.0,0.0,5.9,230.0,2.5,46.0,70200.0,0,0.826557750223843
1782.0,0.0,8.1,272.0,1.6,31.0,70400.0,0.0,6.6,270.0,-2.0,44.0,70500.0,63.0,3.1,266.0,-3.6,41.0,70600.0,668.0,1.0,11.0,2.6,26.0,70600.0,962.0,2.6,349.0,7.4,18.0,70300.0,626.0,3.9,318.0,9.5,13.0,70000.0,21.0,2.7,326.0,7.3,16.0,70000.0,0.0,0.8,14.0,4.9,20.0,70200.0,0,0.294762141760611
1783.0,0.0,0.3,342.0,0.9,21.0,70100.0,0.0,0.3,342.0,0.0,19.0,70100.0,70.0,1.4,240.0,-0.8,17.0,70300.0,687.0,1.4,324.0,7.5,12.0,70400.0,985.0,3.3,315.0,11.9,8.0,70100.0,636.0,3.2,332.0,13.0,7.0,69800.0,22.0,2.2,36.0,10.6,9.0,69800.0,0.0,2.7,107.0,5.5,17.0,69900.0,0,0.222007147632057
1784.0,0.0,1.7,121.0,3.1,15.0,69600.0,0.0,1.3,113.0,1.4,21.0,69400.0,54.0,1.7,103.0,1.0,19.0,69400.0,568.0,1.3,32.0,7.2,16.0,69400.0,941.0,2.9,22.0,13.4,9.0,69100.0,613.0,2.7,336.0,15.1,11.0,68800.0,21.0,2.2,0.0,13.1,14.0,68900.0,0.0,3.5,290.0,9.8,18.0,69100.0,0,0.291859931862863
